PAIS;POSTO_APLICADOR;NU_INSCRICAO;NOTA_ENTREVISTADOR;NOTA_OBSERVADOR;NOTA_FINAL;DISCREPANCIA;SITUACAO
Bolívia;Centro Cultural Brasileiro-La Paz;201301000141;4;3,33;3,665;0,67;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000173;4;4,33;4,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000116;4;4,17;4,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000064;2;2,67;2,335;0,67;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000110;3;3,67;3,335;0,67;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000897;3;3,33;3,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000461;3;2,83;2,915;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000772;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000070;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000565;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000026;3;3,5;3,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000137;5;4,58;4,79;0,42;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000134;4;4,08;4,04;0,08;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000155;5;4,58;4,79;0,42;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000073;3;3,17;3,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000432;3;3,17;3,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301001028;3;2,96;2,98;0,04;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000296;4;3,58;3,79;0,42;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000320;4;4,33;4,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000374;2;1,67;1,835;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000018;4;4,17;4,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000773;2;2,5;2,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000792;3;2,75;2,875;0,25;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000063;4;3,62;3,81;0,38;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000069;4;3,75;3,875;0,25;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000083;3;3,5;3,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000108;4;3,75;3,875;0,25;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000101;3;3,96;3,48;0,96;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000136;3;3,12;3,06;0,12;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000154;3;3,33;3,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000060;4;4,5;4,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000867;3;3,17;3,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000880;3;3,08;3,04;0,08;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000886;3;2,67;2,835;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000890;3;3,75;3,375;0,75;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000899;4;4;4;0;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000904;3;3,33;3,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000034;4;3,83;3,915;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301001030;3;3,17;3,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000056;4;4,17;4,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000176;3;3,5;3,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000270;5;4,41;4,705;0,59;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000387;2;2,67;2,335;0,67;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000243;3;3,49;3,245;0,49;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000291;3;3,59;3,295;0,59;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000317;2;3,5;2,75;1,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000369;1;1,33;1,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000769;3;3,08;3,04;0,08;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000840;3;3,83;3,415;0,83;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000848;3;3,67;3,335;0,67;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000339;3;2,71;2,855;0,29;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000298;2;2,33;2,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000276;3;3,67;3,335;0,67;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000032;4;3,75;3,875;0,25;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000177;4;3,67;3,835;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000894;3;3,83;3,415;0,83;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000059;4;4,33;4,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000784;4;4,58;4,29;0,58;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000781;3;3,5;3,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000812;5;5;5;0;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000777;4;4,17;4,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000025;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000671;4;4,5;4,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000701;3;3,5;3,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000681;3;3,17;3,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000111;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000816;3;3,5;3,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301001026;4;3,91;3,955;0,09;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000806;2;2,58;2,29;0,58;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000835;2;2,67;2,335;0,67;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000875;3;2,99;2,995;0,01;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000960;3;2,67;2,835;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000062;4;3,75;3,875;0,25;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000804;5;4,79;4,895;0,21;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000831;4;3,75;3,875;0,25;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000859;3;2,96;2,98;0,04;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000896;3;3,41;3,205;0,41;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000074;3;2,96;2,98;0,04;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000261;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000497;2;1,96;1,98;0,04;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000135;3;2,75;2,875;0,25;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000072;3;3,83;3,415;0,83;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000100;2;2,17;2,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000033;3;2,67;2,835;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000150;4;4,5;4,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000889;2;2,17;2,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000341;3;3,5;3,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000406;3;3,17;3,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000450;4;3,96;3,98;0,04;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000682;2;2,33;2,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000019;3;3,08;3,04;0,08;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000104;5;4,92;4,96;0,08;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000192;2;2,5;2,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000218;2;3,08;2,54;1,08;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000242;3;3,41;3,205;0,41;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000377;3;3,83;3,415;0,83;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000410;4;4,58;4,29;0,58;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000857;5;4,41;4,705;0,59;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000706;5;4,58;4,79;0,42;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000156;3;3,83;3,415;0,83;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000031;3;3,33;3,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000194;3;3,75;3,375;0,75;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000228;4;3,96;3,98;0,04;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000277;3;3,5;3,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000380;3;3,17;3,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000758;2;2,33;2,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000837;3;3,58;3,29;0,58;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000881;3;3,5;3,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000067;2;2,33;2,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000013;3;2,88;2,94;0,12;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000061;5;5;5;0;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000182;3;2,96;2,98;0,04;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000071;3;2,88;2,94;0,12;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000170;3;2,96;2,98;0,04;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000129;2;2,33;2,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000216;1;1,5;1,25;0,5;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000005;3;3,17;3,085;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000006;4;4,29;4,145;0,29;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000022;4;4,12;4,06;0,12;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000127;5;4,41;4,705;0,59;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000164;3;2,75;2,875;0,25;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000878;2;1,96;1,98;0,04;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000872;3;2,75;2,875;0,25;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000882;2;2,33;2,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000888;2;2,33;2,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000891;3;2,67;2,835;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000901;3;3,58;3,29;0,58;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000958;3;2,88;2,94;0,12;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000016;4;4,08;4,04;0,08;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000058;3;3,58;3,29;0,58;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000515;3;3,75;3,375;0,75;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000801;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000221;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000105;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000165;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000146;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000214;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000087;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000215;3;3,67;3,335;0,67;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000237;3;2,96;2,98;0,04;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000696;3;3,33;3,165;0,33;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000691;3;3,04;3,02;0,04;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000907;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000752;3;2,91;2,955;0,09;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000866;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000789;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000802;3;3,29;3,145;0,29;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000800;3;3,91;3,455;0,91;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000861;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000876;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000906;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000951;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000178;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000220;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000738;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000669;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000688;2;3,08;2,54;1,08;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000689;3;3,67;3,335;0,67;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000694;2;2,58;2,29;0,58;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000692;3;2,83;2,915;0,17;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000833;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000703;4;4,58;4,29;0,58;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000767;2;2,75;2,375;0,75;Presente
Bolívia;Centro Cultural Brasileiro-La Paz;201301001003;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301001012;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000442;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000583;0;0;0;0;Ausente
Bolívia;Centro Cultural Brasileiro-La Paz;201301000541;2;2,33;2,165;0,33;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001345;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001092;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001306;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001025;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000454;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001987;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000041;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301002031;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301002048;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000225;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001318;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001440;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001206;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000713;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001220;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001815;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001905;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001628;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000057;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001636;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301002242;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301002080;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001593;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301002037;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001783;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001437;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000303;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000365;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000457;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000411;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000915;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001219;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301002237;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301002160;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000011;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001621;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000420;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001082;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000567;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001273;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001048;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001965;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301002245;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000039;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000259;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000539;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001516;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001274;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001056;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001063;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301001767;3;3,33;3,165;0,33;Presente
Peru;Centro Cultural Brasileiro-Lima;201301000300;1;1,25;1,125;0,25;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001031;5;4,58;4,79;0,42;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001604;5;4,83;4,915;0,17;Presente
Peru;Centro Cultural Brasileiro-Lima;201301002109;4;4,33;4,165;0,33;Presente
Peru;Centro Cultural Brasileiro-Lima;201301002243;4;4,33;4,165;0,33;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001123;4;4,17;4,085;0,17;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001164;4;3,88;3,94;0,12;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001358;2;2,5;2,25;0,5;Presente
Peru;Centro Cultural Brasileiro-Lima;201301000257;2;2,17;2,085;0,17;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001662;4;4,12;4,06;0,12;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001521;3;3;3;0;Presente
Peru;Centro Cultural Brasileiro-Lima;201301002138;3;1,96;2,48;1,04;Presente
Peru;Centro Cultural Brasileiro-Lima;201301002170;4;4;4;0;Presente
Peru;Centro Cultural Brasileiro-Lima;201301000832;4;4,17;4,085;0,17;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001287;3;3,17;3,085;0,17;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001826;2;2,33;2,165;0,33;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001455;0;0;0;0;Ausente
Peru;Centro Cultural Brasileiro-Lima;201301000803;2;2,62;2,31;0,62;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001161;4;3,33;3,665;0,67;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001696;2;3,42;2,71;1,42;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001583;2;3,62;2,81;1,62;Presente
Peru;Centro Cultural Brasileiro-Lima;201301000573;5;4,71;4,855;0,29;Presente
Peru;Centro Cultural Brasileiro-Lima;201301000652;2;2,41;2,205;0,41;Presente
Peru;Centro Cultural Brasileiro-Lima;201301000342;3;2,58;2,79;0,42;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001612;4;4;4;0;Presente
Peru;Centro Cultural Brasileiro-Lima;201301000662;3;3,41;3,205;0,41;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001698;3;2,17;2,585;0,83;Presente
Peru;Centro Cultural Brasileiro-Lima;201301000870;2;2,5;2,25;0,5;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001450;1;0,83;0,915;0,17;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001798;3;3,17;3,085;0,17;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001125;2;1,58;1,79;0,42;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001966;2;3,08;2,54;1,08;Presente
Peru;Centro Cultural Brasileiro-Lima;201301000330;4;4,33;4,165;0,33;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001298;4;3,79;3,895;0,21;Presente
Peru;Centro Cultural Brasileiro-Lima;201301000912;5;4,58;4,79;0,42;Presente
Peru;Centro Cultural Brasileiro-Lima;201301000376;4;3,79;3,895;0,21;Presente
Peru;Centro Cultural Brasileiro-Lima;201301002194;3;3,5;3,25;0,5;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001721;2;2,5;2,25;0,5;Presente
Peru;Centro Cultural Brasileiro-Lima;201301001163;2;1,83;1,915;0,17;Presente
Peru;Centro Cultural Brasileiro-Lima;201301000625;3;3,71;3,355;0,71;Presente
